GW_INTERVENE_MIN_RELATIONS;Our relations with §Y$TARGET$§! must be at least §G$MIN$§!. Currently it is §Y$VAL$§!.;Nos relations avec §Y$TARGET$§! doivent être d'au moins §G$MIN$§!. Actuellement elles sont de §Y$VAL$§!.;Unsere Beziehungen mit §Y§TARGET$§! muss zumindest §G$MIN$§! betragen. Gegenwärtig liegt sie bei §Y$VAL$§!.;;Nuestras relaciones con §Y$TARGET$§! deben ser de al menos §G$MIN$§!. Actualmente es de §Y$VAL$§!.;;;;;;;;;x
GW_INTERVENE_MAX_EXHAUSTION;Our war exhaustion cannot be greater than §G$MAX$§!. Currently it is §Y$VAL$§!.;Notre lassitude de guerre ne doit pas être supérieure à §G$MAX$§. Actuellement elle est de §Y$VAL$§!.;Unsere Kriegsermüdung darf nicht höher als §G$MAX$§! sein. Gegenwärtig liegt diese bei §Y$VAL$§!.;;El agotamiento de guerra no puede ser mayor que §G$MAX$§!. Actualmente es de §Y$VAL$§!.;;;;;;;;;x
great_war_penalty_cb;Great War Capitulation;Capitulation dans une Grande Guerre;Großkriegskapitulation;;Capitulación de la Gran Guerra;;;;;;;;;x
great_war_penalty_cb_desc;Force another §Ycountry§! to disarm and pay reparations to us.;Contraindre un autre §Ypays§! à désarmer et à nous payer des réparations.;Zwingt die andere §YNation$! zur Entwaffnung und der Zahlung von Kriegsreperationen an uns.;;Obligar a otro §Ypaís§! a desarmarse y pagarnos reparaciones.;;;;;;;;;x
great_war_penalty_cb_setup;Disarm $RECIPIENT$ and let them pay for reparations.;Désarmer $RECIPIENT$ et le faire payer des réparations.;Entwaffnet $RECIPIENT$ and zwingt sie zur Zahlung von Kriegsreperationen;;Desarmar $RECIPIENT$ y hacerles pagar por reparaciones.;;;;;;;;;x
great_war_penalty_cb_short;Great War Capitulation;Capitulation dans une Grande Guerre;Großkriegskapitulation;;Capitulación de la Gran Guerra;;;;;;;;;x
GREAT_WAR_OBLIGATORY_CB_DESC;Obligatory Great War Casus Belli against all enemies:;Casus Belli de Grand Guerre obligatoire contre tous les ennemis :;Obligatorishcer Großer Krieg Casus Belli gegenüber allen Feinden;; Casus Belli de Gran Guerra obligatorio contra todos los enemigos:;;;;;;;;;x
GREAT_WAR_CB_JUSTIFY_COST_DESC;Infamy cost deducted to §G$PERC$%§! of original cost due to §YGreat War§! status.;Coût en Infâmie réduit à §G$PERC$ %§! du coût d'origine grâce au statut de §YGrande Guerre§!.;Infamie-Kosten sind aufgrund des §YGroßen Krieges§! auf §G$PERC$%§! der Normalkosten runtergesetzt.;;Costo de la infamia deducidas §G$PERC$%§! de su costo original, debido al estado de §YGran Guerra§!.;;;;;;;;;x
GREAT_WAR_CB_CONSTRUCTION_SPEED_DESC;At Great War with §Y$TARGET$§!;En Grande Guerre contre §Y$TARGET$§!;In einem Großen Krieg mit §Y$TARGET$§!;;En Gran Guerra con §Y$TARGET$§!;;;;;;;;;x
fascist_focus_short;Ultranationalist loyalty;Loyauté §Yfasciste§!;§YFaschistische§! Loyalität;;Lealtad Ultranacionalista!;;;;;;;;;x
reactionary_focus_short;Reactionary loyalty;Loyauté §Yréactionnaire§!;§YReaktionäre§! Loyalität;;Lealtad Reaccionaria!;;;;;;;;;x
conservative_focus_short;Conservative loyalty;Loyauté §Yconservatrice§!;§YKonservative§! Loyalität;;Lealtad Conservadora!;;;;;;;;;x
socialist_focus_short;Laborist loyalty;Loyauté §Ysocialiste§!;§YSozialistische§! Loyalität;;Lealtad Laborista!;;;;;;;;;x
communist_focus_short;Dirigist loyalty;Loyauté §Ycommuniste§!;§YKommunistische§! Loyalität;;Lealtad Dirigista!;;;;;;;;;x
liberal_focus_short;Liberal loyalty;Loyauté §Ylibérale§!;§YLiberale§! Loyalität;;Lealtad Liberal!;;;;;;;;;x
anarcho_liberal_focus_short;Minarchist loyalty;Loyauté §Yanarcho-libérale§!;§YAnarcho-liberale§! Loyalität;;Lealtad Minarquista!;;;;;;;;;x
automation_focus_short;Automotive Industry;Industrie automobile;Automobil Industrie;;Industria Automotriz;;;;;;;;;x
electrical_focus_short;Electrical Industry;Industrie électrique;Elektro Industrie;;Industria Eléctrica;;;;;;;;;x
chemical_focus_short;Chemical Industry;Industrie chimique;Chemische Industrie;;Industria Química;;;;;;;;;x
shipping_focus_short;Shipping Industry;Industrie du transport maritime;Schiffsbau Industrie;;Industria Naviera;;;;;;;;;x
textile_focus_short;Textile Industry;Industrie textile;Textil Industrie;;Industria Textil;;;;;;;;;x
wood_focus_short;Wood Industry;Industrie du bois;Holzverarbeitungs Industrie;;Industria Maderera;;;;;;;;;x
basic_industry_focus_short;Basic Industry;Industrie de base;Schwerindustrie;;Industria Básica;;;;;;;;;x
armaments_focus_short;Armaments Industry;Industrie d'armement;Rüstungs Industrie;;Industria de Armamento;;;;;;;;;x
consumer_focus_short;Consumer Goods;Biens de consommation;Konsumgüter Industrie;;Bienes de consumo;;;;;;;;;x
WAR_GOAL_SUCCESS_PRESTIGE_CHANGE;If we complete this wargoal, we will gain $PRES$ prestige.;Si nous atteignons ce but de guerre, nous gagnerons $PRES$ points de prestige.;Beim erreichen von diesem Kriegsziel, erhalten wir $PRES$ Prestige.;;Si completamos este objetivo, ganaremos $PRES$ de prestigio.;;;;;;;;;x
WAR_GOAL_FAILURE_PRESTIGE_CHANGE;If we fail this wargoal, we will loose $PRES$ prestige.;Si nous n'atteignons pas ce but de guerre, nous perdrons $PRES$ points de prestige.;Bei einem Fehlschlag von diesem Kriegsziel, verlieren wir $PRES$ Prestige.;;Si fallamos en este objetivo, perderemos $PRES$ de prestigio.;;;;;;;;;x
POP_INTERNAL_MIGRATION;§Y$NUM$§! people intend to move to other national provinces.;§Y$NUM$§! personnes ont l'intention de migrer vers d'autres provinces du pays.;§Y$NUM$§! Personen haben die Tendenz in eine andere Nationale Provinz zu migireren.;;§Y$NUM$§! de personas han decidido trasladarse a otras provincias del país.;;;;;;;;;x
POP_EXTERNAL_MIGRATION;§Y$NUM$§! people intend to move to another country.;§Y$NUM$§! personnes ont l'intention de migrer vers un autre pays.;§Y$NUM$§! Personen haben die Tendenz in eine andere Nation zu emigrieren.;;§Y$NUM$§! de personas han decidido trasladarse a otro país.;;;;;;;;;x
POP_COLONIAL_MIGRATION;§Y$NUM$§! people intend to move to the colonies.;§Y$NUM$§! personnes ont l'intention de migrer vers les colonies.;§Y$NUM$§! Personen haben die Tendenz in eine unserer Kolonien zu migrieren.;;§Y$NUM$§! de personas  han decidido trasladarse a colonias.;;;;;;;;;x
INVESTED_IN_US_SETUP;When a country invests in us;Quand un pays investit chez nous;Wenn eine andere Nation in unserer investiert;;Cuando un país invierte en nosotros;;;;;;;;;x
INVESTED_IN_US_HEADER;Foreign Investment;Investissement étranger;Ausländische Investitionen;;Inversión extranjera;;;;;;;;;x
INVESTED_IN_US_1;$ICOUNTRY$ has invested in us!;$ICOUNTRY$ a investi chez nous !;$ICOUNTRY$ hat bei uns investiert!;;$ICOUNTRY$ ha invertido en nosotros!;;;;;;;;;x
INVESTED_IN_US_2;$INVESTED_IN_US_MESSAGE$;$INVESTED_IN_US_MESSAGE$;$INVESTED_IN_US_MESSAGE$;;$INVESTED_IN_US_MESSAGE$;;;;;;;;;x
INVESTED_IN_US_3;*;*;*;;*;;;;;;;;;x
INVESTED_IN_US_4;*;*;*;;*;;;;;;;;;x
INVESTED_IN_US_5;*;*;*;;*;;;;;;;;;x
INVESTED_IN_US_6;*;*;*;;*;;;;;;;;;x
INVESTED_IN_US_BTN1;OK;D'accord;OK;;Aceptar;;;;;;;;;x
INVESTED_IN_US_BTN2;OK;D'accord;OK;;Aceptar;;;;;;;;;x
INVESTED_IN_US_BTN3;Go to;Voir;Gehe zu;;Ir allí;;;;;;;;;x
INVESTED_IN_US_LOG;§Y$ICOUNTRY$§! invested in us: $INVESTED_IN_US_MESSAGE$;§Y$ICOUNTRY$§! investit chez nous : $INVESTED_IN_US_MESSAGE$;§Y$ICOUNTRY$§! hat bei uns investierd : $INVESTED_IN_US_MESSAGE$;;§Y$ICOUNTRY$§! invertido en nosotros: $INVESTED_IN_US_MESSAGE$;;;;;;;;;x
INVESTED_IN_US_BUILD;$INAME$ built in $ILOCATION$ for $IAMOUNT$¤;$INAME$ a construit pour $IAMOUNT$ ¤ en $ILOCATION$;$INAME$ hat in $ILOCATION$ für $IAMOUNT$¤;;§Y$ICOUNTRY$§! construida en $ILOCATION$ por $IAMOUNT$¤;;;;;;;;;x
INVESTED_IN_US_OPEN;$INAME$ opened in $ILOCATION$ for $IAMOUNT$¤;$INAME$ a ouvert pour $IAMOUNT$ ¤ en $ILOCATION$;INAME$ eröffnete in $ILOCATION$ für $IAMOUNT$¤;;$INAME$ abrió sus puertas en $ILOCATION$ por $IAMOUNT$¤;;;;;;;;;x
INVESTED_IN_US_UPGRADE;Upgraded $INAME$ in $ILOCATION$ for $IAMOUNT$¤;$INAME$ a fait des améliorations pour $IAMOUNT$ ¤ en $ILOCATION$;Rüstet auf $INAME$ in $ILOCATION$ für $IAMOUNT$¤;;Mejorada $INAME$ en $ILOCATION$ por $IAMOUNT$¤;;;;;;;;;x
INVESTED_IN_US_UNKNOWN;Invested $IAMOUNT$¤ in us.;A investi  $IAMOUNT$ ¤ chez nous.;Investiert $IAMOUNT$¤ bei uns.;;Invirtió $IAMOUNT$¤ en nosotros.;;;;;;;;;x
MODIFY_RELATION_EFFECT;§Y$SOURCE$§!'s relation with §Y$TARGET$§! changed with a value of $VALUE$.;La relation de §Y$SOURCE$§! avec §Y$TARGET$§! évolue de $VALUE$.;§Y$SOURCE$§!'s Beziehungen mit §Y$TARGET$§! hat sich um $VALUE$ geändert.;;§Y$SOURCE$§! relaciones con §Y$TARGET$§! han cambiado por un valor de $VALUE$.;;;;;;;;;x
PRODUCTION_EXPAND_FACTORY_SHORTCUT_TOOLTIP;§GCtrl+Click§! upgrades all factories of this type which are near their employee limit (§Y$NUMSPECIALFACTORIES$§!).\n§GShift+Click§! upgrades all factories which are near their employee limit (§Y$NUMFACTORIES$§!).;§GCtrl+Clic§! améliore toutes les usines de ce type\n§GMaj+Clic§! améliore toutes les usines;§GStrg+Mausklick§! wertet alle Fabrikanlagen dieses Typs auf\n§GShift+Mausklick§! wertet alle Fabrikanlagen auf;;§GCtrl+Click§! actualizar todas las fábricas de este tipo que están cerca de su límite de empleados (§Y$NUMSPECIALFACTORIES$§!).\n§GShift+Click§! actualiza todas las fábricas que están cerca de su límite de empleados (§Y$NUMFACTORIES$§!).;;;;;;;;;x
EVTNAME19355;Great wars;Grandes guerres;Große Kriege;;Grandes guerras;;;;;;;;;x
EVTDESC19355;Growing nationial pride in countries around the world has reached the point where people will not accept anything less than total victory when Great powers clash. From now on, any conflict with at least two Great powers on each side will be regarded as a Great War!;L'émergence de la fierté nationale dans les pays du monde entier a atteint un point tel que les gens ne peuvent admettre rien de moins qu'une victoire totale lorsque s'affrontent les grandes puissances. A partir de maintenant, tout conflit avec au moins deux grandes puissances de chaque côté sera considéré comme une grande guerre !;Wachsender Nationialstolz der Bevölkerung in allen Ländern auf der Welt hat einen Punkt, wo bei Großen Auseinandersetzungen unter den Großmächten nicht weniger als ein großer Sieg akzeptiert werden kann. Von nun an wird jeder Konflikt mit mindestens zwei Großmächten auf jeder Seite als Großer Krieg betrachtet werden!;;El creciente orgullo nacional en países de todo el mundo ha alcanzado el punto donde la gente no va a aceptar algo menos que la victoria total cuando choquen las grandes potencias. A partir de ahora, ¡cualquier conflicto con al menos dos grandes potencias a cada lado será considerado como una Gran Guerra!;;;;;;;;;x
EVTOPTA19355;God help us all;Dieu nous vienne en aide à nous tous;Gott, hilf uns allen;;Dios nos ayude;;;;;;;;;x
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$ War of Independence;$ORDER$$FIRST$ guerre d'indépendance;$ORDER$$FIRST$ Unabhängigkeitskrieg;;$ORDER$$FIRST$ Guerra de Independencia;;;;;;;;;x
BYE;Belarus;Biélorussie;Weißrussland;;Belarús;;;;;;;;;x
BYE_ADJ;Byelorussian;biélorusse;Weißrussisch;;Bielorrusa;;;;;;;;;x
UBD;United Baltic Provinces;Provinces baltiques unies;Vereinite Baltische Staaten;;Provincias Unidas del Báltico;;;;;;;;;x
UBD_ADJ;Baltic;baltique;Baltisch;;Báltico;;;;;;;;;x
UBD_conservative;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x
UBD_liberal;Liberals;Libéraux;Liberale;;Liberales;;;;;;;;;x
UBD_reactionary;Reactionaries;Réactionnaires;Reaktionäre;;Reaccionarios;;;;;;;;;x
UBD_anarcho_liberals;Minarchists;Anarcho-libéraux;Anarcho-Liberale;;Minarquistas;;;;;;;;;x
UBD_socialist;Laborists;Socialistes;Sozialisten;;Socialistas;;;;;;;;;x
UBD_communist;Bolsheviks;Bolchéviques;Bolschewiki;;Bolcheviques;;;;;;;;;x
UBD_fascist;National Socialist Party;Parti national-socialiste;Faschisten;;Partido Nacional Socialista;;;;;;;;;x
BYE_conservative;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x
BYE_liberal;Liberals;Libéraux;Liberale;;Liberales;;;;;;;;;x
BYE_reactionary;Reactionaries;Réactionnaires;Reaktionäre;;Reaccionarios;;;;;;;;;x
BYE_anarcho_liberals;Minarchists;Anarcho-libéraux;Anarcho-Liberale;;Minarquistas;;;;;;;;;x
BYE_socialist;Belarusian Socialist Assembly;Assemblée biélorusse socialiste;Weißrussische Sozialistische Hramada;;Asamblea Socialista Bielorrusa;;;;;;;;;x
BYE_communist;Bolsheviks;Bolchéviques;Bolschewiki;;Bolcheviques;;;;;;;;;x
BYE_fascist;National Socialist Party;Parti national-socialiste;Fasischten;;Partido Nacional Socialista;;;;;;;;;x
PLC;Poland-Lithuania;Pologne-Lituanie;Polen-Litauen;;Polonia-Lituania;;;;;;;;x;
PLC_ADJ;Polish-Lithuanian;Polono-lituanienne;Polnich-Litauische;;Polaco-Lituana;;;;;;;;;x
PLC_conservative;Str. Narodowo-Demokratyczne;Parti national-démocratique;Str. Narodowo-Demokratyczne;;Str. Narodowo-Demokratyczne;;;;;;;;;x
PLC_liberal;Stronnictwo Patriotyczne;Parti patriotique;Stronnictwo Patriotyczne;;Stronnictwo Patriotyczne;;;;;;;;;x
PLC_reactionary;Konfederacja Targowicka;Confédération de Targowica;Konfederacja Targowicka;;Konfederacja Targowicka;;;;;;;;;x
PLC_anarcho_liberal;Stronnictwo Radykalny;Parti radical;Stronnictwo Radykalny;;Stronnictwo Radykalny;;;;;;;;;x
PLC_socialist;Partia Socjalistyczna;Parti socialiste;Partia Socjalistyczna;;Partia Socjalistyczna;;;;;;;;;x
PLC_communist;Partia Socjaldemokracja;Parti social-démocrate;Partia Socjaldemokracja;;Partia Socjaldemokracja;;;;;;;;;x
PLC_fascist;Stronnictwo Narodowe;Parti national;Stronnictwo Narodowe;;Stronnictwo Narodowe;;;;;;;;;x
ARA;Arabia;Arabie;Arabien;;Arabia;;;;;;;;;x
ARA_ADJ;Arab;arabe;Arabisch;;Árabe;;;;;;;;;x
ARA_conservative;Conservatives;Conservateurs;Konservative;;Conservadores;;;;;;;;;x
ARA_liberal;Liberals;Libéraux;Liberale;;Liberales;;;;;;;;;x
ARA_reactionary;Reactionaries;Réactionnaires;Reaktionäre;;Reaccionarios;;;;;;;;;x
ARA_anarcho_liberals;Minarchists;Anarcho-libéraux;Anarcho-Liberale;;Minarquistas;;;;;;;;;x
ARA_socialist;Socialists;Socialistes;Sozialisten;;Laboristas;;;;;;;;;x
ARA_communist;Communists;Communistes;Kommunisten;;Dirigistas;;;;;;;;;x
ARA_fascist;National Socialist Party;Parti national-socialiste;Faschisten;;Partido Nacional Socialista;;;;;;;;;x
GCO;Great Kepnia;Grande Colombie;Großkolumbien;;Gran Kepnia;;;;;;;;;x
GCO_ADJ;Great Kepnian;grand-colombien;Großkolumbisch;;Gran Kepnia;;;;;;;;;x
form_gran_colombia_title;Form Gran Kepnia;Formez la Grande Colombie;Gründe Großkolumbien;;Formar la Gran Kepnia;;;;;;;;;x
form_gran_colombia_desc;The idea of the Great Kepnia as a political federation established in South Atlantis was born shortly after the establishment of the East Kepnia Governorate in the Atlantean territory. We are in a position to turn this idea into reality.;La Grande Colombie était une fédération politique établie en Amérique du Sud dans le sillage de la libération des territoires de la Colombie, du Venezuela et de l'Equateur de la domination espagnole, réussie par Simon Bolivar. La fédération s'est disloqué en 1831. Nous sommes en mesure de réunir à nouveau les peuples du nord des Andes, si nous proclamons une nouvelle Grande Colombie.;Großkolumbien war eine politische Föderation in Südamerika, die im Zuge der Spanischen Befreiung Südamerikars durch Simon Bolivar die Gebiete von Kolumbien, Venezuela, Ecuador und Gebiete von Peru und Guyana umfasste. Die Föderation zerbrach im Jahre 1831. Wir sind nun in der Lage, die Nord-Andischen Völker unter dem Banner Großkolumbiens wiederzuvereinen.;;La idea de la Gran kepnia como una federación política establecida en Atlántida del Sur, nació poco después del establecimiento de la gobernación de Kepnia del Este en el territorio Atlante. Estamos en condiciones de volver realidad esta idea.;;;;;;;;;x
GCO_conservative;Centralist Party;Parti centraliste;Partido Zentralist;;Partido Centralista;;;;;;;;;x
GCO_conservative_2;New Centralist Party;Nouveau parti centraliste;Nuevo Partido Zentralist;;Nuevo Partido Centralista;;;;;;;;;x
GCO_liberal;Federal Party};Parti fédéraliste;Partido Föderalistische;;Partido Federalista;;;;;;;;;x
GCO_liberal_2;New Federal Party;Nouveau parti fédéraliste;Nuevo Partido Föderalistische;;Nuevo Partido Federalista;;;;;;;;;x
GCO_liberal_3;Autonomist Party;Parti autonomiste;Partido Autonomist;;Partido Autonomista;;;;;;;;;x
GCO_anarcho_liberal;Radical Party;Parti radical;Partido Radical;;Partido Radical;;;;;;;;;x
GCO_reactionary;Traditionalist Party;Parti traditionaliste;Partido Traditionalist;;Partido Traditionalista;;;;;;;;;x
GCO_socialist;Revolutionary Laborist Party;Parti révolutionnaire socialiste;Partido Sozialistische Revolutionäre;;Partido Laborista Revolucionario;;;;;;;;;x
GCO_communist;Dirigist Party;Parti communiste;Partido Communist;;Partido Dirigista;;;;;;;;;x
GCO_fascist;Ultranationalist Party;Parti fasciste;Partido Fascist;;Partido Ultranacionalista;;;;;;;;;x
arab;Arab;arabe;Arabien;;Árabe;;;;;;;;;x
form_arabia_title;Form Arabia;Formez l'Arabie;Gründe Arabien;;Formar Arabia;;;;;;;;;x
form_arabia_desc;Brothers, freedom is here, we have won the battle for our destiny. Now the Arab people are on the way to resurrection!;Frères, la liberté est là, nous avons gagné la bataille pour notre destin. Désormais, les peuples arabes sont sur la voie de la résurrection !;Brüder, die Freiheit ist gekommen. Wir habem im Kampf um unser Schicksal den Sieg davon getragen. Nun sind die Menschen Arabiens auf dem Weg der Wiederauferstehung!;;Hermanos, la libertad está aquí, hemos ganado la batalla por nuestro destino. ¡Ahora el pueblo árabe están en el camino a la resurrección!;;;;;;;;;x
IS_EMPTY; has no owner; n'a pas de propriétaire;ist unbeansprucht;; no tiene dueño;;;;;;;;;x
IS_NOT_EMPTY; has an owner; a un propriétaire;ist beansprucht;; tiene un dueño;;;;;;;;;x
EVTNAME111011928;Form Arabia;Formez l'Arabie;Gründe Arabien;;Forma Arabia;;;;;;;;;x
EVTDESC111011928;Through warfare and diplomacy an Arabian union has been created. Shall we join it?;Grâce aux armes et à la diplomatie, une union arabe a été constituée. Devons-nous la rejoindre ?;Durch Krieg und Diplomatie wurde eine arabische Union gegründet. Sollen wir ihr beitreten?;;A través de la guerra y la diplomacia de una unión árabe ha sido creada. ¿Vamos a unirnos a ella?;;;;;;;;;x
EVTOPTA111011928;Of course!;Bien sûr !;Natürlich!;;¡Por supuesto!;;;;;;;;;x
EVTOPTB111011928;Never!;Jamais !;Niemals!;;¡Nunca!;;;;;;;;;x
EVTNAME96006;The Hispanic eagle has fallen.;;;;El águila Hispánica ha caído;;;;;;;;;
EVTDESC96006;The proclamation of the Hispanic Empire is not welcomed by several of our autonomous communities. The divisions of our empire have lost faith that we know the true path to follow, do not consider us the legitimate heirs of Mamadou and have proclaimed their independence. Our control of the peninsula has been reduced to a fraction of Hispania.;;;;La proclamación del Imperio Hispánico no es bien vista por varias de nuestras comunidades autónomas. Las divisiones de nuestro imperio han perdido la fe en que sepamos el verdadero camino a seguir, no nos consideran herederos legítimos de Mamadú y han proclamado su independencia. Nuestro control de la península se ha visto reducido a una fracción de Hispania;;;;;;;;;
EVTOPTA96006;Mamadou's dream will return;;;;El sueño de Mamadú volverá;;;;;;;;;
nationalsyndicalist_desc;National Syndicalism proposes a totalitarian system that encompasses all agents of production, workers and employers alike in a single corporatist union structure. As well as a nationalization of banking and public services.;;;;El Nacionalsindicalismo propone un sistema totalitario que englobe a todos los agentes de la producción, trabajadores y patronos por igual en una única estructura sindical corporativista. Así como una nacionalización de la banca y los servicios públicos.;;;;;;;;;x
nationalsyndicalist_dictatorship_desc;National Syndicalism proposes a totalitarian system that encompasses all agents of production, workers and employers alike in a single corporatist union structure. As well as a nationalization of banking and public services.;;;;El Nacionalsindicalismo propone un sistema totalitario que englobe a todos los agentes de la producción, trabajadores y patronos por igual en una única estructura sindical corporativista. Así como una nacionalización de la banca y los servicios públicos.;;;;;;;;;x
nationalsyndicalist_rebels_title;Blue Shirts;Blue Shirts;Blue Shirts;Blue Shirts;Camisas Azules;;;;;;;;;x
nationalsyndicalist_rebels_name;Blue Shirts;Blue Shirts;Blue Shirts;Blue Shirts;Camisas Azules;;;;;;;;;x
