EVTDESC23212;A Comet was sighted in the sky, some believe that this portends fell times ahead. Others believe that they are in fact pixie fairies floating in the sky. There are also those who believe that this comet is most probably a giant ball of ice floating through the sky and the long tail is created due to the energy of the sun. The arguments amongst the three equally viable theories is stimulating the pursuit of knowledge in our country.;Une comète a été aperçue dans le ciel, ce qui selon certains augure de temps difficiles. D'autres croient qu'il s'agit en fait de fées qui flottent dans le ciel. Puis, il y a ceux qui pensent que cette comète est, vraisemblablement, une boule de glace géante qui traverse le ciel et dont la longue queue résulte de l'énergie solaire. Les discussions liées à ces trois théories viables stimulent la soif de connaissance de notre pays.;Am Nachthimmel wurde ein Komet gesichtet, und manche sehen darin ein Omen für die Zukunft. Andere dagegen glauben, dass Kometen Feen sind, die am Himmel schweben, aber es gibt auch solche, die einen Komet für nichts als einen riesigen Eisball halten, der durch den Himmel zieht, und dessen langer Schweif von der Sonnenenergie erzeugt wird. Die Argumente dieser drei Denkansätze stimulieren in unserem Land das Streben nach Wissen.;;Han avistado un cometa en el cielo y algunos aseguran que esto presagia malos tiempos. Otros creen que se trata de la acción de las hadas y los duendes que viven en el cielo. E incluso hay algunos que piensan que el cometa podría ser una bola de hielo gigantesca que flota por el cielo, seguido por una larga cola creada por la energía del sol. Las discusiones entre estas tres teorías igualmente plausibles están estimulando la búsqueda del conocimiento en nuestro país.;;;;;;;;x;
EVTOPTA23212;Thank the Gods we live in such enlightened times;Dieu merci, nous vivons une période des plus éclairées.;Gott sei Dank leben wir in solch aufgeklärten Zeiten!;;Demos gracias a los Dioses por vivir en estos tiempos de iluminación;;;;;;;;x  ;
EVTNAME60140;Constitutional Convention;Convention constitutionnelle;Konstitutionelle Verfassung;;Convención constitucional;;;;;;;;x  ;
EVTDESC60140;With the liberals firmly in control of our country, they feel that now is the time for a constitutional convention. Everyone's views, well at least everyone who truly matters, will be represented in this new gathering to shape the path of our nation.;Alors que les libéraux tiennent les rênes de notre pays, ils estiment le moment venu pour une convention constitutionnelle. Les vues de chacun, du moins de tous ceux qui importent vraiment, seront représentées dans cette nouvelle assemblée afin de forger la voie de nos nations.;Die Liberalen haben unser Land fest im Griff, und sie glauben, dass es jetzt an der Zeit für eine konstitutionelle Verfassung ist. In dieser neuen Verfassung, die den zukünftigen Weg unserer Nation eben wird, werden die Meinungen aller repräsentiert sein, zumindest jener, auf deren Meinung es wirklich ankommt.;;Los liberales, con un firme control sobre el país, creen que ha llegado el momento de organizar una convención constitucional. Todo el mundo (al menos todo el mundo que cuenta) estará representado en esta gran asamblea que dará forma al futuro de nuestro país.;;;;;;;;x  ;
EVTOPTA60140;Otherwise people would exploit the situation;Sinon, les gens exploiteraient la situation.;Ansonsten würde das Volk die Situation ausnutzen.;;De lo contrario, alguien podría tratar de aprovecharse de la situación.;;;;;;;;x  ;
become_guatemala_title;Become Guatemala;Devient le Guatemala;Werden Sie Guatemala;;Convertirse en Guatemala;;;;;;;;x  ;
BUDGET_STOCKPILE_YESTERDAYS;Yesterdays purchases for stockpile:;Achats d'hier pour les réserves :;Gestrige Vorratskäufe: ;;Adquisiciones de ayer para la reserva nacional:;;;;;;;;x;
become_guatemala_desc;The dream of a united Central America has died. The other provinces were too concerned about being dominated by Guatemala to realise the sacrifices we had made to keep the union alive. Well no more. We are done with them. Guatemala will find its own destiny.;Le rêve d'une Amérique centrale unie a volé en éclats. Les autres provinces étaient trop inquiètes par une éventuelle domination du Guatemala pour comprendre les sacrifices concédés pour préserver l'union. Eh bien, voilà. On a en fini avec elles. Le Guatemala trouvera son propre destin.;Der Traum eines vereinigten Zentralamerikas ist tot. Die anderen Provinzen waren zu sehr mit der Dominanz Guatemalas beschäftigt, um sich der Opfer gewahr zu werden, die wir zur Beibehaltung der Union gebracht hatten. Jetzt ist es genug. Wir sind fertig mit ihnen. Guatemala wird seine eigenes Schicksal schmieden.;;El sueño de una América Central unida ha muerto. A las demás naciones les preocupaba demasiado la posición dominante de Guatemala como para comprender los sacrificios que hemos tenido que hacer para mantener la unión con vida. Pues se acabó. Que se vayan al Infierno. Guatemala buscará su propio camino.;;;;;;;;x  ;
MOR_1683;Taza;Taza;Taza;;Taza;;;;;;;;x;
LAG_PAUSE;$PLAYER$ is lagging behind, pausing game.;$PLAYER$ est à la traîne, partie en pause.;$PLAYER$ hat Verbindungsprob., Spiel wird pausiert.;;El forro de $PLAYER$ está sufriendo lag, pausamos.;;;;;;;;x;
LAG_DECREASE_SPEED;$PLAYER$ is lagging behind, decreasing speed.;$PLAYER$ est à la traîne, ralentissement.;$PLAYER$ hat Verbindungsprobl., Spielgeschw. wird reduziert.;;El forro de $PLAYER$ está sufriendo lag, velocidad reducida;;;;;;;;x;
PAUSED_BY;§Y$PLAYER$§W paused the game.;§Y$PLAYER$§W a mis la partie en pause.;§Y$PLAYER$§W pausiert das Spiel.;;Este otro forro de §Y$PLAYER$§W puso el juego en pausa.;;;;;;;;x;
WARGOAL_OTHER_ACCEPT_SETUP;When a nation adds a wargoal in a war.;Si une nation ajoute un objectif de guerre.;Wenn eine Nation in einem Krieg ein Kriegsziel hinzufügt.;;Cuando un país añade un objetivo bélico en una guerra;;;;;;;;x;
WARGOAL_THEY_ACCEPT_SETUP;When we add a wargoal against another nation.;Si nous ajoutons un objectif de guerre contre une autre nation.;Wenn wir ein Kriegsziel gegen eine andere Nation hinzufügen.;;Cuando añadimos un objetivo bélico contra otro país;;;;;;;;x;
WARGOAL_WE_ACCEPT_SETUP;When a nation adds a wargoal against us..;Si une nation ajoute un objectif de guerre contre nous.;Wenn eine Nation ein Kriegsziel gegen uns hinzufügt.;;Cuando otro país añade un objetivo bélico contra nosotros;;;;;;;;x;
status_quo_setup;All we ask is to be left alone;Nous demandons juste à ce qu'on nous laisse tranquilles.;Wir wollen nur in Ruhe gelassen werden.;;Lo único que pedimos es que nos dejen en paz;;;;;;;;x;
PROV3041;Mate Rise;Soulèvement de l'Argentine;Argentinisches Seegebirge;;Falla del Mate;;;;;;;;;x
TUR_819;West Macedonia;Macédoine de l'Ouest;Westmazedonien;;Macedonia Occidental;;;;;;;;;x
TUR_806;North Macedonia;Macédoine du Nord;Nordmazedonien;;Macedonia Septentrional;;;;;;;;;x
GUNBOAT_OTHER_ACCEPT_LOG;$ACTOR$ is using gunboats to force $RECIPIENT$ to pay their debt!;$ACTOR$ utilise des canonnières pour obliger $RECIPIENT$ à rembourser sa dette !;$ACTOR$ setzt Kanonenbootpolitik ein, um $RECIPIENT$ zur Rückzahlung der Schulden zu zwingen!;;¡$ACTOR$ está usando sus cañoneras para obligar a $RECIPIENT$ a pagar sus deudas!;;;;;;;;;x
GUNBOAT_THEY_ACCEPT_LOG;We are using gunboats to force $RECIPIENT$ to pay their debt!;Nous utilisons des canonnières pour obliger $RECIPIENT$ à rembourser sa dette !;Wir setzen Kanonenbootpolitik ein, um $RECIPIENT$ zur Rückzahlung der Schulden zu zwingen!;;¡Estamos usando nuestras cañoneras para obligar a $RECIPIENT$ a pagar sus deudas!;;;;;;;;;x
GUNBOAT_WE_ACCEPT_LOG;$ACTOR$ is using gunboats to force us to pay back our debt!;$ACTOR$ utilise des canonnières pour nous obliger à rembourser notre dette !;$ACTOR$ setzt Kanonenbootpolitik ein, um uns zur Rückzahlung unserer Schulden zu zwingen!;;¡$ACTOR$ está usando sus cañoneras para obligarnos a pagar nuestras deudas!;;;;;;;;;x
nationalsyndicalist_desc;National Syndicalism proposes a totalitarian system that encompasses all agents of production, workers and employers alike in a single corporatist union structure. As well as a nationalization of banking and public services.;;;;El Nacionalsindicalismo propone un sistema totalitario que englobe a todos los agentes de la producción, trabajadores y patronos por igual en una única estructura sindical corporativista. Así como una nacionalización de la banca y los servicios públicos.;;;;;;;;;x
nationalsyndicalist_dictatorship_desc;National Syndicalism proposes a totalitarian system that encompasses all agents of production, workers and employers alike in a single corporatist union structure. As well as a nationalization of banking and public services.;;;;El Nacionalsindicalismo propone un sistema totalitario que englobe a todos los agentes de la producción, trabajadores y patronos por igual en una única estructura sindical corporativista. Así como una nacionalización de la banca y los servicios públicos.;;;;;;;;;x
nationalsyndicalist_rebels_title;Blue Shirts;Blue Shirts;Blue Shirts;Blue Shirts;Camisas Azules;;;;;;;;;x
nationalsyndicalist_rebels_name;Blue Shirts;Blue Shirts;Blue Shirts;Blue Shirts;Camisas Azules;;;;;;;;;x
nationalsyndicalist_rebels_desc;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;The Blue Shirts are revolutionaries driven by the new ideology of national syndicalism. These hardened revolutionaries, working under the dogmas of violence and syndicalist mass action, will stop at nothing to overthrow both the old monarchies and the new democracies and replace them with the totalitarian, nationalist and syndicalist concepts of the ideology.;Los Camisas Azules son revolucionarios impulsados por la nueva ideología del nacionalsindicalismo. Estos curtidos revolucionarios, que trabajan bajo los dogmas de la violencia y la acción en masa sindical, no se detendrán ante nada para derribar tanto las viejas monarquías como las nuevas democracias y reemplazarlas con los conceptos totalitarios, nacionalistas y sindicalistas de la ideología.;;;;;;;;;x
nationalsyndicalist_rebels_army;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nacionalsindicalistas;;;;;;;;;x
agrarist_rebels_title;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
agrarist_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarist_rebels_desc;Agrarists are closely related to the principles of Luddism. They reject industrialization, consider that machines will destroy employment and propose a return to manual labor. Closing all existing factories.;;;;Los agraristas están cercanamente relacionados con los principios del ludismo. Rechazan la industrialización, consideran que las máquinas destruirán el empleo y proponer regresar al trabajo manual. Cerrando todas las fábricas existentes.;;;;;;;;;x
agrarist_rebels_army;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
agrarism_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
theocratic_rebels_title;Theocratic;Theocratics;Theocratics;Theocratics;Teocrático;;;;;;;;;x
theocratic_rebels_name;Soldiers of God;Soldiers of God;Soldiers of God;Soldiers of God;Soldados de Dios;;;;;;;;;x
theocratic_rebels_desc;Theocratic maintain a strong degree of conservatism or political reactionaryism. Wanting religion to be the guiding light in all matters of state.;;;;Los partidos teocráticos mantienen un fuerte grado de conservadurismo o reaccionarismo político. Queriendo que la religión sea la luz que guie todos los temas del estado.;;;;;;;;;x
theocratic_rebels_army;Theocratics;Theocratics;Theocratics;Theocratics;Teocráticos;;;;;;;;;x
theocracy_rebels_title;Theocratic;Theocratics;Theocratics;Theocratics;Teocrático;;;;;;;;;x
theocracy_rebels_name;Soldiers of God;Soldiers of God;Soldiers of God;Soldiers of God;Soldados de Dios;;;;;;;;;x
theocracy_rebels_desc;Theocratic maintain a strong degree of conservatism or political reactionaryism. Wanting religion to be the guiding light in all matters of state.;;;;Los partidos teocráticos mantienen un fuerte grado de conservadurismo o reaccionarismo político. Queriendo que la religión sea la luz que guie todos los temas del estado.;;;;;;;;;x
theocracy_rebels_army;Theocratics;Theocratics;Theocratics;Theocratics;Teocráticos;;;;;;;;;x
agrarist_rebels;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
nationalsyndicalist_rebels;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nationalsyndicalists;Nacionalsindicalistas;;;;;;;;;x
agrarism_rebels;Agrarists;Agrarists;Agrarists;Agrarists;Agraristas;;;;;;;;;x
theocracy_ruler;Supreme Leader;Supreme Leader;Supreme Leader;Supreme Leader;Lider Supremo;;;;;;;;;x
agrarist_ruler;Communal Leader;Communal Leader;Communal Leader;Communal Leader;Lider Comunal;;;;;;;;;x
nationalsyndicalist_dictatorship_ruler;Generalisimo;Generalisimo;Generalisimo;Generalisimo;Generalisimo;;;;;;;;;x
agrarism_rebels_title;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarism_rebels_name;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
agrarism_rebels_desc;Agrarists are closely related to the principles of Luddism. They reject industrialization, consider that machines will destroy employment and propose a return to manual labor. Closing all existing factories.;;;;Los agraristas están cercanamente relacionados con los principios del ludismo. Rechazan la industrialización, consideran que las máquinas destruirán el empleo y proponer regresar al trabajo manual. Cerrando todas las fábricas existentes.;;;;;;;;;x
agrarism_rebels_army;Green Movement;Movimiento Verde;Movimiento Verde;Movimiento Verde;Movimiento Verde;;;;;;;;;x
