GIVE_UNIT_COMMAND_BUTTON;Command Units;;Kontrolliere Einheiten;;Comandar Unidades;;;;;;x;;;
AIREASON_NOT_OVERLORD;Not my Overlord;;Nicht mein Herrscher;;No es mi señor;;;;;;x;;;
EVTNAME36230;The Polar Bear Purchase;;Der Polarbär Kauf;;La compra de osos polares;;;;;;x;;;
EVTDESC36230;Jan Mayen is offering to buy all our polar bears at a good price. They promise they will treat them with the care and dignity afforded to such majestic creatures.;;Jan Mayen möchte alle unsere Polarbären kaufen. Sie versprechen diese mit Fürsorge zu versorgen und mit ausreichend Ehre zu behandeln.;;Jan Mayen se ofrece a comprar todos nuestros osos polares a buen precio. Prometen que los tratarán con el cuidado y la dignidad que merecen tan majestuosas criaturas.;;;;;;x;;;
EVTOPTA36230;Okay!;;Okay!;;¡Está bien!;;;;;;x;;;
EVTOPTB36230;Never!;;Niemals!;;Nunca.;;;;;;x;;;
EVTNAME36231;The Polar Bear Purchase - Denmark Accepts;;Der Polarbär Kauf - Denmark hat akzeptiert;;La compra de osos polares - Dinamarca acepta;;;;;;x;;;
EVTDESC36231;Denmark has agreed to sell us all of their Polar Bears.;;Denmark hat zugestimmt uns all ihre Polarbären zu verkaufen.;;Dinamarca ha aceptado vendernos todos sus osos polares.;;;;;;x;;;
EVTOPTA36231;Great!;;Großartig!;;Muy bien.;;;;;;x;;;
EVTNAME36232;The Polar Bear Purchase - Denmark Refuses;;Der Polarbär Kauf - Denmark hat abgelehnt;;La compra de osos polares - Dinamarca se niega;;;;;;x;;;
EVTDESC36232;Denmark has refused to sell us their Polar Bears.;;Denmark hat sich geweigert uns ihre Polarbären zu verkaufen.;;Dinamarca se ha negado a vendernos sus osos polares.;;;;;;x;;;
EVTOPTA36232;Oh no!;;Oh nein!;;¡Oh, no!;;;;;;x;;;
the_greenland_purchase_title;The Polar Bear Purchase;;Der Polarbär Kauf;;La compra de osos polares;;;;;x;;;;
the_greenland_purchase_desc;It has long been a troubling fact to the great people of Jan Mayen that all the world's polar bears are not unified under one flag. We should approach Denmark and see if they are willing to part with theirs.;;Es ist ein beschwerlicher Fakt für die Bewohner von Jan Mayen, das die Polarbären der Welt nciht unter einer Flagge vereint sind.;;Desde hace mucho tiempo es un hecho preocupante para el gran pueblo de Jan Mayen que todos los osos polares del mundo no están unificados bajo una sola bandera. Deberíamos acercarnos a Dinamarca y ver si están dispuestos a desprenderse de los suyos.;;;;;;x;;;
bears;Bears;;Bären;;Osos;;;;;;x;;;
polar_bears;Polar Bears;;Polarbären;;Osos polares;;;;;;x;;;
INFLUENCE_SPHERE_NEIGHBOUR;Neighbouring sphere member;;Benachbarter Spherenmitglied;;Miembro de la esfera vecina;;;;;;x;;;
col_liferate_techs;Researching the following will help deal with the local life rating:;;Folgende Forschungen zu erfoschen wird mit den lokalen Lebensbeschaffenheiten helfen:;;Investigar lo siguiente ayudará a lidiar con la clasificación de la vida local:;;;;;;x;;;
unite_moldavia_wallachia_title;Union of Moldavia and Wallachia!;;Union von Moldavien und Wallachai;;¡Unión de Moldavia y Valaquia!;;;;;;x;;;
unite_moldavia_wallachia_desc;The nations of Moldavia and Wallachia have come together to form Romania!;;Die Nationen Moldavia und Wallachai sind zusammengekommen um Romania zu gründen!;;¡Las naciones de Moldavia y Valaquia se han unido para formar Rumanía!;;;;;;x;;;
SOIS_HAS_REBELS_WARNING;Rebels have risen against our Sphere members: §Y$LIST$§!;;Rebellen haben bei Spherenmitgliedern rebelliert: §Y$LIST$§!;;Los rebeldes se han levantado contra los miembros de nuestra esfera: §Y$LIST$§;;;;;;x;;;
ALLIANCE_INVALID_GPS_IN_CRISIS;The Alliance between §Ytwo Great Powers§! can't be formed when the §Ycrisis§! is active.;;Eine Allianz zwischen §Yzwei Großmächten§! kann nicht geformt werden während die §YKrise§! aktiv ist.;;La Alianza entre §Yos Grandes Poderes§! no puede formarse cuando la §Ycrisis§! está activa.;;;;;;x;;;
BP_TOOL_ARROW_MEDIUM_1_DASHED;Medium Dashed Arrow 1;;Mittlerer gestrichelter Pfeil 1;;Flecha discontinua media 1;;;;;;x;;;
BP_TOOL_ARROW_MEDIUM_2_DASHED;Medium Dashed Arrow 2;;Mittlerer gestrichelter Pfeil 2;;Flecha media discontinua 2;;;;;;x;;;
BP_TOOL_ARROW_MEDIUM_3_DASHED;Medium Dashed Arrow 3;;Mittlerer gestrichelter Pfeil 3;;Flecha discontinua media 3;;;;;x;;;;
BP_TOOL_ARROW_THICK_DASHED;Thick Dashed Arrow;;Dicker gestrichelter Pfeil;;Flecha discontinua gruesa;;;;;;x;;;
BP_TOOL_ARROW_SLIM_DASHED;Slim Dashed Arrow;;Dünner gestrichelter Pfeil;;Flecha punteada delgada;;;;;;x;;;
BP_OPEN_TOOLTIP;Open/Close the battle plan editor.;;Öffnen/Schließen des Schlachtplaners.;;Abrir/Cerrar el editor de planes de batalla.;;;;;;;;x;
BP_TOGGLE_TOOLTIP;Show/Hide the current battle plans.;;Anzeigen/Verbergen des aktuellen Schlachtplanes.;;Mostrar/Ocultar los planes de batalla actuales.;;;;;;;;x;
EVTOPTC23212;A colonized comet would make a fine satellite!;;Ein kolonisierter Komet würde einen vorzüglichen Satellietenstaat abgeben!;;Un cometa colonizado sería un buen satélite.;;;;;;x;;;
liberate_liberia_title;Liberate Liberia;;Befreie Liberia;;Liberar Liberia;;;;;;;;x;
liberate_liberia_desc;"A ""free, sovereign and independent state by the name and style of the Republic of Liberia"" was declared by Governor Joseph Jenkins Roberts. Great Britain in particular, operating from neighboring Sierra Leone, regarded the Commonwealth and its parent organization the American Colonization Society (ACS), as ""private persons"" not entitled to exercise sovereignty. Therefore it was deemed urgent to proceed with formalizing independence. Although endorsed by the US Government, formal diplomatic recognitition by Congress of the new Republic did not come until the Civil War.";;"Ein ""freier, souveräner und unabhängiger Staat mit dem Namen und den Stil der Republik Liberia."" wurde von Gouverneur Joseph Jenkins Roberts erklärt. Insbesondere Großbritannien, welches aus dem benachbarten Sierra Leone heraus operiert, betrachtet das Commonwealth und die Vaterorganisation American Colonization Society (ACS), als ""Privatpersonen"" nicht berechtigt, Souveränität ausüben. Daher hielt man es für notwendig die Formalisierung zur Unabhängigkeit weiterzuführen. Obwohl durch die US-Regierung gebilligt, kam die diplomatische Anerkennung vom Kongress der neuen Republik nicht vor dem Bürgerkrieg.";;"Un ""estado libre, soberano e independiente con el nombre y estilo de la República de Liberia"" fue declarado por el gobernador Joseph Jenkins Roberts. En particular, Gran Bretaña, que operaba desde la vecina Sierra Leona, consideraba a la Commonwealth y a su organización matriz, la Sociedad Americana de Colonización (ACS), como ""personas privadas"" sin derecho a ejercer la soberanía. Por lo tanto, se consideró urgente proceder a la formalización de la independencia. Aunque el Gobierno de los Estados Unidos lo respaldó, el reconocimiento diplomático formal de la nueva República por parte del Congreso no llegó hasta la Guerra Civil.";;;;;;;;x;
liberian_constitution_title;Constitution for Liberia;;Konstitution für Liberia;;Constitución para Liberia;;;;;;;;x;
liberian_constitution_desc;What used to be nothing more than a colony a mere few years back has grown in size and strength enough to aspire to become a free, sovereign and independent state. A draft of the new constitution is ready to be presented for a referendum. It guarantees basic civil rights and establishes the separation of powers similar to the constitution of the United States, while detaching the newly proclaimed state from the United States government and institutions.;;Was vor einigen Jahren nichts anderes als eine Kolonie war, hat genug an Größe und Stärke gewonnen um nach einen freien, souveränen und unabhänigen Staat anzusterben. Einen Entwurf für die neue Verfassung ist bereit für das Referendum. Es garantiert grundlegende Bürgerrechte und etabliert die Gewaltenteilung ähnlich der Verfassung der USA, während der neu ausgerufene Staat sich von den Vereinigen Staaten abtrennt.;;Lo que hace unos años no era más que una colonia ha crecido lo suficiente en tamaño y fuerza como para aspirar a convertirse en un estado libre, soberano e independiente. Un borrador de la nueva constitución está listo para ser presentado para un referéndum. Garantiza los derechos civiles básicos y establece la separación de poderes de forma similar a la constitución de Estados Unidos, a la vez que desvincula al recién proclamado estado del gobierno y las instituciones estadounidenses.;;;;;;;;x;
liberian_research_boost;Liberian Research Boost;;Liberischer Forschungs Boost;;Impulso a la investigación en Liberia;;;;;;;;x;
desc_liberian_research_boost;We are enjoying the benefits of independence, as our new nation progresses ever faster on the road to Modernity.;;Wir genießen die Vorzüge unserer Unabhänigkeit, während unsere neue Nation schnller in Richtung Moderne unterwegs ist.;;Estamos disfrutando de los beneficios de la independencia, mientras nuestra nueva nación avanza cada vez más rápido por el camino de la modernidad.;;;;;;;;;x
form_scandinavia_NEWS_LONG;The lands of the north have come together to form the nation of Hyperborea. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced their approval of the new political circumstance. Handshakes, respectful clapping and nods of approval were the order of the day as the evening progressed, with the city emptying by 9pm sharp as requested by authorities. Police reported that one man had been released without charge after shouting ‘hurray for Hyperborea’ outside his home.;;"Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zurückhaltende Menge überwiegend blonder Männer und Frauen füllen den Hauptplatz in Stockholm pünktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Veränderungen zu. Händeschütteln, respektvolles Klatschen und nickende Genehmigung waren die Order an dem Tag als zum Abend die Stadt sich leerte, wie von den Behörden gefordert. Die Polizei berichtet das ein Mann ohne Anklage freigelassen wurde nachdem dieser ""Hurray für Scandinavien"" ausserhalb seines Hauses gerufen hat.";;"Las tierras del norte se han unido para formar la nación de Hiperborea. Una multitud reservada de hombres y mujeres predominantemente rubios llenó la plaza principal de Estocolmo el miércoles a las 5 de la tarde para expresar con prontitud y cortesía su aprobación de la nueva circunstancia política. Los apretones de manos, los aplausos respetuosos y los asentimientos de aprobación estuvieron a la orden del día a medida que avanzaba la noche, y la ciudad se vació a las 21:00 horas en punto, tal y como pedían las autoridades. La policía informó de que un hombre había sido puesto en libertad sin cargos tras gritar ""Hurra por Hiperborea"" a la puerta de su casa.";;;;;;x;;;
form_scandinavia_NEWS_MEDIUM;The lands of the north have come together to form the nation of Hyperborea. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced or nodded their approval of the new political circumstance.;;Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zurückhaltende Menge überwiegend blonder Männer und Frauen füllen den Hauptplatz in Stockholm pünktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Veränderungen zu.;;Las tierras del norte se han unido para formar la nación de Hiperborea. Una multitud reservada de hombres y mujeres, predominantemente rubios, llenó la plaza principal de Estocolmo el miércoles a las 17:00 horas y expresó educadamente o asintió con la cabeza su aprobación de la nueva circunstancia política.;;;;;;x;;;
form_scandinavia_NEWS_SHORT;The lands of the north have come together to form the nation of Hyperborea. A crowd of citizens politely voiced or nodded their approval of the new political circumstance.;;Die Länder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine Menge von Bürgern äußerste höflich nickend ihre Zustimmung zu den neuen politischen Zuständen.;;Las tierras del norte se han unido para formar la nación de Hiperborea. Una multitud de ciudadanos expresó o asintió cortésmente su aprobación de la nueva circunstancia política.;;;;;;x;;;
form_germany_NEWS_LONG;The lands and peoples of Germany have once again been united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. German nationalism had been on the rise since Napoleonic times, and many statesmen saw this event as inevitable. However, fears have been expressed among diplomats that the new leviathan could upset the continental balance of power and its demographic and industrial might could cause war on an unprecedented scale in Europe should the new Germany challenge the present security system.;;Die Länder und Völker von Deutschland haben sich wieder einmal vereinigt. Bei einer Zeremonie in Berlin am Montag wurde die Vereinigung der Nation unter wildem Hupen und schreienden Hurrahz verkündet. Deutscher Nationalismus war seit den napoleonischen Zeiten auf dem Vormarsch, und viele Staatsmänner sahen dieses Ereigniss als unvermeidlich an. Jedoch haben Diplomaten Zweifel an dem neuen Leviathan geäussert, da dieser das kontinentale Gleichgewicht der Mächte verstören könnte und die demographische und industrielle Macht einen Krieg in beispiellosen Ausmaß in Europa verursachen, sollte das neue Deutschland die gegenwärtigen Sicherheits-Systeme herausfordern.;;Las tierras y los pueblos de Germania se han unido de nuevo. En una ceremonia celebrada el lunes en Berlín, se proclamó la unificación de la nación entre gritos y sonoros hurras. El nacionalismo alemán estaba en auge desde la época napoleónica, y muchos estadistas veían este acontecimiento como algo inevitable. Sin embargo, los diplomáticos temen que el nuevo leviatán pueda alterar el equilibrio de poder continental y que su poderío demográfico e industrial provoque una guerra sin precedentes en Europa si la nueva Alemania desafía el actual sistema de seguridad.;;;;;;x;;;
form_germany_NEWS_MEDIUM;The peoples of Germany are united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. Fears have been expressed that the new leviathan could upset the balance of power and cause war on an unprecedented scale.;;Die Völker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verkündet. Es wurden Befürchtungen geäißert, dass der neue Leviathan das Gleichgwicht der Kräfte stören könnte und einen Krieg beispiellosen Ausmaßes bringen würde.;;Las tierras y los pueblos de Germania se han unido de nuevo. En una ceremonia celebrada el lunes en Berlín, se proclamó la unificación de la nación entre gritos y sonoros hurras. El nacionalismo alemán estaba en auge desde la época napoleónica, y muchos estadistas veían este acontecimiento como algo inevitable. Sin embargo, los diplomáticos temen que el nuevo leviatán pueda alterar el equilibrio de poder continental y que su poderío demográfico e industrial provoque una guerra sin precedentes en Europa si la nueva Alemania desafía el actual sistema de seguridad.;;;;;;x;;;
form_germany_NEWS_SHORT;The peoples and lands of Germany are finally united. At a lavish ceremony in Berlin at the weekend, the unification of the nation was proclaimed to wild hooting and resounding huzzahs.;;Die Völker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verkündet.;;Los pueblos de Germania están unidos. El lunes, en una ceremonia celebrada en Berlín, se proclamó la unificación de la nación en medio de un clamoroso griterío y resonantes hurras. Se ha expresado el temor de que el nuevo leviatán pueda alterar el equilibrio de poder y provocar una guerra a una escala sin precedentes.;;;;;;x;;;
form_italy_NEWS_LONG;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. “We will reclaim what is ours! Long live Italia!” proclaimed one man through a rolled-up newspaper.;;"Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und Würdenträger dem Willen des Volkes zu und vereinigten den neuen Staat. Ängste wurden geäußert das es versuchen kann mit Gewalt Ländereien zu erobern welche als rechtmäßig italienisch angenommen werden, jedoch sagen gelernte Gentlemänner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. ""Wir werden zurückfordern was uns gehört! Es lebe Italien!"", verkündete ein Mann durch eine zusammengerollte Zeitung.";;"Italia se ha unido. El nuevo país se proclamó después de que el pueblo se levantara en un clamor y exigiera con una sola voz ser uno. En medio de salvajes escenas de éxtasis, los políticos y los dignatarios asintieron a la voluntad del pueblo y el nuevo país quedó unificado. Se ha expresado la preocupación de que pueda intentar tomar por la fuerza tierras que considera legítimamente italianas, aunque los hombres sabios dicen que la nueva nación no tiene todavía el poder de amenazar a sus vecinos. ""¡Reclamamos lo que es nuestro! Viva Italia!"", proclamó un hombre a través de un periódico enrollado.";;;;;;x;;;
form_italy_NEWS_MEDIUM;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. “We will reclaim what is ours! Long live Italia!” proclaimed one man through a rolled-up newspaper.;;"Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und Würdenträger dem Willen des Volkes zu und vereinigten den neuen Staat. Ängste wurden geäußert das es versuchen kann mit Gewalt Ländereien zu erobern welche als rechtmäßig italienisch angenommen werden, jedoch sagen gelernte Gentlemänner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. ""Wir werden zurückfordern was uns gehört! Es lebe Italien!"", verkündete ein Mann durch eine zusammengerollte Zeitung.";;"Italia se ha unido. El nuevo país se proclamó después de que el pueblo se levantara en un clamor y exigiera con una sola voz ser uno. En medio de salvajes escenas de éxtasis, los políticos y los dignatarios asintieron a la voluntad del pueblo y el nuevo país quedó unificado. Se ha expresado la preocupación de que pueda intentar tomar por la fuerza tierras que considera legítimamente italianas, aunque los hombres sabios dicen que la nueva nación no tiene todavía el poder de amenazar a sus vecinos. ""¡Reclamamos lo que es nuestro! Viva Italia!"", proclamó un hombre a través de un periódico enrollado.";;;;;;x;;;
form_italy_NEWS_SHORT;Italy has at last been united. “The Italian people will reclaim what is rightfully ours! Long live Italia!” proclaimed a cycling moustachioed man through a rolled-up newspaper yesterday.;;"Italien wurde endlich vereinigt. ""Das italienische Volk wird zurückfordern was ihm rechtmäßig zusteht!"" wurde von einem Mann durch eine zusammengerollte Zeitung verkündet.";;"Italia se ha unido por fin. ""¡El pueblo italiano reclamará lo que es nuestro por derecho! Viva Italia!"", proclamaba ayer un hombre con bigote en bicicleta a través de un periódico enrollado.";;;;;;x;;;
the_meiji_restoration_NEWS_LONG; The penetration of western influences in Japan has culminated in the overthrow of the feudal system which has governed the islands for hundreds of years, and the restoration of the Emperor to power in Tokyo. A new era of social, political and economic reforms was declared on Wednesday as the Shogun relinquished his power and the Meiji (enlightened rule) era was declared. A bright future surely awaits the land of the rising sun under the new enlightened administration, though some have voiced fears the new Japan could eventually challenge European interests in Asia.;;Das Eindringen von westlichen Einflüssen in Japan hat das feudale Systems, welches die Inseln seit hunderten von Jahren beherrschte, sowie die Wiederherrstellung des Kaisers Einfluss in Tokyo gestürtzt. Eine neue Ära der sozialen, politischen und wirtschaftlichen Reformen wurde am Mittwoch verkündet, als der Shogun seine Macht aufgab und die Meiji (Erleuchtete Herrschaft) Ära verkündete. Eine glänzende Zukunft steht dem Land der steigenden Sonne bevor, obwohl einige Befürchtungen geäußerten das dass neue Japan eventuell europäische Interessen in Asien streitig machen könnte.;;La penetración de las influencias occidentales en Japón ha culminado con el derrocamiento del sistema feudal que ha gobernado las islas durante cientos de años y la restauración del Emperador en el poder en Tokio. El miércoles se declaró una nueva era de reformas sociales, políticas y económicas cuando el Shogun abandonó su poder y se declaró la era Meiji (gobierno ilustrado). A la tierra del sol naciente le espera seguramente un futuro brillante bajo la nueva administración ilustrada, aunque algunos han expresado su temor de que el nuevo Japón pueda llegar a desafiar los intereses europeos en Asia.;;;;;;x;;;
the_meiji_restoration_NEWS_MEDIUM;The penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor, as the Meiji (enlightened rule) era was declared. Some have voiced fears that the new Japan could eventually challenge European interests in Asia.;;Das Eindringen von westlichen Einflüssen in Japan hat den Sturz des feudalen Systems und der Wiederherrstellung des Kaisers geführt, als die Meiji (Erleuchtete Herrschaft) Ära ausgerufen wurde. Einige haben die Befürchtung geäußert, dass das neue Japan eventuell die europäischen Interessen in Asien anfechten könnte.;;La penetración de las influencias occidentales en Japón ha culminado con el derrocamiento del sistema feudal y la restauración del Emperador, al declararse la era Meiji (gobierno ilustrado). Algunos han expresado su temor de que el nuevo Japón pueda llegar a desafiar los intereses europeos en Asia.;;;;;;x;;;
the_meiji_restoration_NEWS_SHORT;Penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor in Tokyo, as the Meiji (enlightened rule) era was declared.;;Eindringen westlicher Einflüsse in Japan gipfelten in dem Sturz des feudalen Systems und der Wiederherstellung des Kaisers in Tokyo, als die Meiji Ära verkündet wurde.;;La penetración de las influencias occidentales en Japón ha culminado con el derrocamiento del sistema feudal y la restauración del Emperador en Tokio, al declararse la era Meiji (gobierno ilustrado).;;;;;;x;;;
kiel_canal_NEWS_LONG;A combination of commercial and naval interests have led $TAG0_0$ to the idea of constructing an artificial waterway that'd allow vessels to travel between the Baltic and North Seas without having to circumnavigate the stormy seas around Jutland. The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries, and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;Eine Kombination aus Handels-und Kriegshafen führte dazu das $TAG0_0$ auf die Idee kam einen künstlichen Wasserweg zu errichten, mit dem Schiffe zwischen der Nord-und Ostsee reisen können ohne durch die stürmische See um Jutland herum zu müssen. Von dem 61 Meilen langen Kanal wird erwartet das er in kürzester Zeit zur verkehrreichsten künstlichen Wasserstrasse der Welt werden wird. Das Projekt bietet neue Impulse für den Handel aller maritimen Länder und beweißt, dass die Größe einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;Una combinación de intereses comerciales y navales ha llevado a $TAG0_0$ a la idea de construir una vía navegable artificial que permita a los barcos viajar entre el Mar Báltico y el Mar del Norte sin tener que circunnavegar los tormentosos mares que rodean Jutlandia. Se espera que el canal de 61 millas de largo se convierta rápidamente en una de las vías navegables artificiales más transitadas del mundo. El proyecto ofrece un nuevo impulso al comercio para todos los países marítimos, y demuestra que la grandeza de una nación puede lograrse a través de la fabricación, el comercio y la ingeniería en lugar de la guerra y la conquista.;;;;;;x;;;
kiel_canal_NEWS_MEDIUM;The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;Von dem 61 Meilen langen Kanal wird erwartet schnell zu einem der verkehrreisten künstlichem Wasserweg der Welt zu werden. Das Projekt bietet neue Impulse für Handel und beweißt das die Größe einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;Se espera que el canal de 61 millas de largo se convierta rápidamente en una de las vías navegables artificiales más transitadas del mundo. El proyecto ofrece un nuevo impulso al comercio y demuestra que la grandeza de una nación puede lograrse a través de la fabricación, el comercio y la ingeniería en lugar de la guerra y la conquista.;;;;;;x;;;
kiel_canal_NEWS_SHORT;The 61 miles long Kiel Canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries.;;Von dem 61 Meilen langen Kiel Kanal wird erwartet schnell zu der verkehrreichsten künstlichen Wasserstrasse der Welt zu werden. Das Projekt gibt neue Impulse für den Handel aller maritimen Länder.;;Se espera que el Canal de Kiel, de 61 millas de longitud, se convierta rápidamente en una de las vías navegables artificiales más transitadas del mundo. El proyecto ofrece un nuevo impulso al comercio para todos los países marítimos.;;;;;;x;;;
suez_canal_NEWS_LONG;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long and 26 feet deep Suez Canal is expected to soon become one of the world's most active shipping lanes, driving down freight costs and bolstering commerce world-wide. 'Shipping fees will never return the costs of maintenance, the route around Africa will remain dominant', sceptics claim in an attempt to diminish the importance of this development.;;"Ein triumphaler Tag für $TAG0_0$ als das erste Schiff in der Geschichte erfolgreich den neu eröffneten Kanal über den Isthmus von Suez passierte. Ein wahres wunderwerk der modernsten Technik, von dem 102 Meilen lange und 26 Meter tiefe Suezkanal wird erwartet der weltweit aktivste Schifffahrtsweg zu werden, und somit die Frachtkosten zu senken. ""Die Versandkosten werden nie die Kosten der Wartung einbringen, die Route um Afrika wird dominant bleiben."" behaupten Skeptiker in einem Versuch die Bedeutung dieser Entwicklung zu verringern.";;"Un día triunfal para el $TAG0_0$, ya que el primer barco de la historia atraviesa con éxito el canal recién inaugurado a través del istmo de Suez. Una verdadera maravilla de la ingeniería moderna, el Canal de Suez, de 102 millas de longitud y 26 pies de profundidad, se convertirá pronto en una de las rutas marítimas más activas del mundo, reduciendo los costes de los fletes y reforzando el comercio en todo el mundo. Los escépticos afirman que ""las tarifas de transporte marítimo nunca devolverán los costes de mantenimiento, la ruta alrededor de África seguirá siendo la dominante"", en un intento de disminuir la importancia de este desarrollo.";;;;;;x;;;
suez_canal_NEWS_MEDIUM;A triumphant day for $TAG0_0$ as the first ship successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long Suez Canal is expected to soon become one of the world's most active shipping lanes.;;Ein triumphaler Tag für $TAG0_0$ als das erste Schiff erfolgreich durch den neu eröffneten Kanal über den Isthmus von Suez fährt. Ein wahres Wunderwerk der modernen Technik, wird der 102 Meilen lange Suezkanal vorraussichtlich bald einer der weltweit aktivsten Schifffahrtswege.;;Un día triunfal para el $TAG0_0$, ya que el primer barco atraviesa con éxito el canal recién abierto a través del istmo de Suez. Una verdadera maravilla de la ingeniería moderna, se espera que el Canal de Suez, de 102 millas de longitud, se convierta pronto en una de las vías marítimas más activas del mundo.;;;;;;x;;;
